FileName,AU06,AU10,AU12,AU14,AU17
318,0,1,0,0,0
319,0,1,0,0,0
320,0,1,0,0,0
321,0,1,0,0,0
322,0,1,0,0,0
323,0,1,0,0,0
324,0,1,0,0,0
325,0,1,0,0,0
326,0,1,0,0,0
327,0,1,0,0,0
328,0,1,0,0,0
329,0,1,0,0,0
330,0,1,0,0,0
331,0,1,0,0,0
332,0,1,0,0,0
333,1,1,0,0,0
334,1,1,0,0,0
335,1,1,0,0,0
336,1,1,0,1,0
337,1,1,0,1,0
338,1,1,0,1,0
339,1,1,0,1,0
340,1,1,0,1,0
341,1,1,0,1,0
342,1,1,0,1,0
343,1,1,0,1,0
344,1,1,0,1,0
345,1,1,0,1,0
346,1,1,0,1,0
347,1,1,0,1,0
348,1,1,0,1,0
349,1,1,0,1,0
350,1,1,0,1,0
351,1,1,0,1,0
352,1,1,0,1,0
353,1,1,0,1,0
354,1,1,0,1,0
355,1,1,0,1,0
356,1,1,0,1,0
357,1,1,0,1,0
358,1,1,0,1,0
359,1,1,0,0,0
360,1,1,0,0,0
361,1,1,0,0,0
362,1,1,0,0,0
363,1,1,0,0,0
364,0,1,0,0,0
365,0,1,0,0,0
366,0,1,0,0,0
367,0,1,0,0,0
368,0,1,0,0,0
369,0,1,0,0,0
370,0,1,0,0,0
371,0,1,0,0,0
372,0,1,0,0,0
373,0,1,0,0,0
374,0,1,0,0,0
375,0,1,0,0,0
376,0,1,0,0,0
377,0,1,0,0,0
378,0,1,0,0,0
379,0,1,0,0,0
380,0,1,0,0,0
381,0,1,0,0,0
382,0,1,0,0,0
383,0,1,0,0,0
384,0,1,0,0,0
385,0,1,0,0,0
386,0,1,0,0,0
387,0,1,0,0,0
388,0,1,0,0,0
389,0,1,0,0,0
390,0,1,0,0,0
391,0,1,0,0,0
392,0,1,0,0,0
393,0,1,0,0,0
394,0,1,0,0,0
395,0,1,0,0,0
396,0,1,0,0,0
397,0,1,0,0,0
398,0,1,0,0,0
399,0,1,0,0,0
400,0,1,0,0,0
401,0,1,0,0,0
402,0,1,0,0,0
403,0,1,0,0,0
404,0,1,0,0,0
405,0,1,0,0,0
406,0,1,0,0,0
407,0,1,0,0,0
408,0,1,0,0,0
409,0,1,0,0,0
410,0,1,0,0,0
411,0,1,0,0,0
412,0,1,0,0,0
413,0,1,0,0,0
414,0,1,0,0,0
415,0,1,0,0,0
416,0,1,0,0,0
417,0,1,0,0,0
418,0,1,0,0,0
419,1,1,0,1,0
420,1,1,0,1,0
421,1,1,0,1,0
422,1,1,0,1,0
423,1,1,0,1,0
424,1,1,0,1,0
425,1,1,0,1,0
426,1,1,0,1,0
427,1,1,0,1,0
428,1,1,0,1,0
429,1,1,0,1,0
430,1,1,0,1,0
431,1,1,0,1,0
432,1,1,0,1,0
433,1,1,0,1,0
434,1,1,0,1,0
435,1,1,0,1,0
436,1,1,0,1,0
437,1,1,0,1,0
438,1,1,0,1,0
439,1,1,0,1,0
440,1,1,0,1,0
441,1,1,0,1,0
442,1,1,0,1,0
443,1,1,0,1,0
444,1,1,0,1,0
445,1,1,0,1,0
446,1,1,0,1,0
447,1,1,0,1,0
448,1,1,0,1,0
449,1,1,0,1,0
450,1,1,0,1,0
451,1,1,0,1,0
452,1,1,0,1,0
453,1,1,0,1,0
454,1,1,0,1,0
455,1,1,0,1,0
456,1,1,0,1,0
457,1,1,0,1,0
458,1,1,0,1,0
459,1,1,0,1,0
460,1,1,0,1,0
461,1,1,0,1,0
462,1,1,0,1,0
463,1,1,0,1,0
464,1,1,0,1,0
465,1,1,0,1,0
466,1,1,0,1,0
467,1,1,0,1,0
468,1,1,0,1,0
469,1,1,0,1,0
470,1,1,0,1,0
471,1,1,0,1,0
472,1,1,0,1,0
473,1,1,0,1,0
474,1,1,0,1,0
475,1,1,0,1,0
476,1,1,0,1,0
477,1,1,0,1,0
478,1,1,0,1,0
479,1,1,0,1,0
480,1,1,0,1,0
481,1,1,0,1,0
482,1,1,0,1,0
483,1,1,0,1,0
484,1,1,0,1,0
485,1,1,0,1,0
486,0,1,0,1,0
487,0,1,0,1,0
488,0,1,0,1,0
489,0,1,0,1,0
490,0,1,0,1,0
491,0,1,0,1,0
492,0,1,0,1,0
493,0,1,0,1,0
494,0,1,0,1,0
495,0,1,0,1,0
496,0,1,0,1,0
497,0,1,0,1,0
498,0,1,0,1,0
499,0,1,0,1,0
500,0,1,0,1,0
501,0,1,0,1,0
502,0,1,0,1,0
503,0,1,0,1,0
504,0,1,0,1,0
505,0,1,0,1,0
506,0,1,0,1,0
507,0,1,0,1,0
508,0,1,0,1,0
509,0,1,0,1,0
510,0,1,0,1,0
511,0,1,0,1,0
512,0,1,0,1,0
513,1,1,0,1,0
514,1,1,0,1,0
515,1,1,0,1,0
516,1,1,0,1,0
517,1,1,0,1,0
518,1,1,0,1,0
519,1,1,0,1,0
520,1,1,0,1,0
521,1,1,0,1,0
522,1,1,0,1,0
523,1,1,0,1,0
524,1,1,0,1,0
525,1,1,0,1,0
526,1,1,0,1,0
527,1,1,0,1,0
528,1,1,0,1,0
529,1,1,0,1,0
530,1,1,0,1,0
531,1,1,0,1,0
532,1,1,0,1,0
533,1,1,0,1,0
534,1,1,0,1,0
535,1,1,0,1,0
536,1,1,0,1,0
537,1,1,0,1,0
538,1,1,0,1,0
539,1,1,0,1,0
540,1,1,0,1,0
541,1,1,0,1,0
542,1,1,0,1,0
543,1,1,0,1,0
544,1,1,0,1,0
545,1,1,0,1,0
546,1,1,0,1,0
547,1,1,0,1,0
548,1,1,0,1,0
549,1,1,0,1,0
550,1,1,0,1,0
551,1,1,0,1,0
552,1,1,0,1,0
553,1,1,0,1,0
554,1,1,0,1,0
555,1,1,0,1,0
556,1,1,0,1,0
557,1,1,0,1,0
558,1,1,0,1,0
559,1,1,0,1,0
560,1,1,0,1,0
561,1,1,0,1,0
562,1,1,0,1,0
563,1,1,0,1,0
564,1,1,0,1,0
