FileName,AU06,AU10,AU12,AU14,AU17
809,0,0,0,1,1
810,0,0,0,1,1
811,0,0,0,1,1
812,0,0,0,1,1
813,0,0,0,1,1
814,0,0,0,1,1
815,0,0,0,1,1
816,0,0,0,1,1
817,0,0,0,1,1
818,0,0,0,1,1
819,0,0,0,1,1
820,0,0,0,1,1
821,0,0,0,1,1
822,0,0,0,1,1
823,0,0,0,1,1
824,0,0,0,1,1
825,0,0,0,1,1
826,0,0,0,1,1
827,0,0,0,1,1
828,0,0,0,1,1
829,0,0,0,1,1
830,0,0,0,1,1
831,0,0,0,1,1
832,0,0,0,1,1
833,0,0,0,1,1
834,0,0,0,1,1
835,0,0,0,1,1
836,0,0,0,1,1
837,0,0,0,1,1
838,0,0,0,1,1
839,0,0,0,1,1
840,0,0,0,1,1
841,0,0,0,1,1
842,0,0,0,1,1
843,0,0,0,1,1
844,0,0,0,1,1
845,0,0,0,1,1
846,0,0,0,1,1
847,0,0,0,1,1
848,0,0,0,1,1
849,0,0,0,1,1
850,0,0,0,1,1
851,0,0,0,1,1
852,0,0,0,1,1
853,0,1,0,1,1
854,0,1,0,1,1
855,0,1,0,1,1
856,0,1,0,1,1
857,0,1,0,1,1
858,0,1,0,1,1
859,0,1,0,1,1
860,0,1,0,1,1
861,0,1,0,1,1
862,0,1,0,1,1
863,0,1,1,1,1
864,0,1,1,1,1
865,0,1,1,1,1
866,0,1,1,1,1
867,0,1,1,1,1
868,0,1,1,1,1
869,0,1,1,1,0
870,0,1,1,0,0
871,0,1,1,0,1
872,0,1,1,0,1
873,0,1,1,0,1
874,0,1,1,0,1
875,0,0,1,0,1
876,0,0,1,0,1
877,0,0,1,0,1
878,0,0,1,0,1
879,0,0,1,0,1
880,0,0,1,0,1
881,0,0,1,0,1
882,0,0,1,0,1
883,0,0,1,0,1
884,0,0,1,0,1
885,0,0,1,0,1
886,0,0,1,0,1
887,0,0,1,0,1
888,0,0,1,0,1
889,0,0,1,0,1
890,0,0,1,0,1
891,0,0,1,0,1
892,0,0,1,0,1
893,0,0,1,0,1
894,0,0,1,0,1
895,0,0,1,0,1
896,0,0,1,0,1
897,0,0,1,0,1
898,0,0,1,0,1
899,0,0,1,0,1
900,0,0,1,0,1
901,0,0,1,0,1
902,0,0,1,0,1
903,0,0,1,0,1
904,0,0,1,0,1
905,0,0,1,0,1
906,0,0,1,0,1
907,0,0,1,0,1
908,0,0,1,0,0
909,0,1,1,0,0
910,0,1,1,0,0
911,0,1,1,0,0
912,0,1,1,0,0
913,0,1,1,0,0
914,0,1,1,0,0
915,0,1,1,0,0
916,0,1,1,0,0
917,0,1,1,0,0
918,0,1,1,0,0
919,0,1,1,0,0
920,0,1,1,0,0
921,0,1,1,0,0
922,0,1,1,0,0
923,0,1,1,0,0
924,0,1,1,0,0
925,0,1,1,0,0
926,0,1,1,0,0
927,0,1,1,0,0
928,0,1,1,0,0
929,0,1,1,0,0
930,0,1,1,0,0
931,0,1,1,0,0
932,0,1,1,0,0
933,0,1,1,0,0
934,0,1,1,0,0
935,0,1,1,0,0
936,0,1,1,0,0
937,0,1,1,0,0
938,0,1,1,0,0
939,0,1,1,0,0
940,0,1,1,0,0
941,0,1,1,0,0
942,0,1,1,0,0
943,0,1,1,0,0
944,0,1,1,0,0
945,0,1,1,0,0
946,0,1,1,0,0
947,0,1,1,0,0
948,0,1,1,0,0
949,0,1,1,0,0
950,0,1,1,0,0
951,0,1,1,0,0
952,0,1,1,0,0
953,0,1,1,0,0
954,0,1,1,0,0
955,0,1,1,0,0
956,0,1,1,0,0
957,0,1,1,0,0
958,0,1,1,0,0
959,0,1,1,0,0
960,0,1,1,0,0
961,0,1,1,0,0
962,0,1,1,0,0
963,0,1,1,0,0
964,0,1,1,0,0
965,0,1,1,0,0
966,0,1,1,0,0
967,0,1,1,0,0
968,0,1,1,0,0
969,0,1,1,0,0
970,0,1,1,0,0
971,0,1,1,0,0
972,0,1,1,0,0
973,0,1,1,0,0
974,0,1,1,0,0
975,0,1,1,0,0
976,0,1,1,0,0
977,0,1,1,0,0
978,0,1,1,0,0
979,0,1,1,0,0
980,0,1,1,0,0
981,0,1,1,0,0
982,0,1,1,0,0
983,0,1,1,0,0
984,0,1,1,0,0
985,0,1,1,0,0
986,0,1,1,0,0
987,0,1,1,0,0
988,0,1,1,0,0
989,0,1,1,0,0
990,0,1,1,0,0
991,0,1,1,0,0
992,0,1,1,0,0
993,0,1,1,0,0
994,0,1,1,0,0
995,0,1,1,0,0
996,0,1,1,0,0
997,0,1,1,0,0
998,0,1,1,0,0
999,0,1,1,0,0
1000,0,1,1,0,0
1001,0,1,1,0,0
1002,0,1,1,0,0
1003,0,1,1,0,0
1004,0,1,1,0,0
1005,0,1,1,0,0
1006,0,1,1,0,0
1007,0,1,1,0,0
1008,0,0,1,0,0
1009,0,0,1,0,0
1010,0,0,1,0,0
1011,0,0,1,0,0
1012,0,0,1,0,0
1013,0,0,1,0,0
1014,0,0,1,0,0
1015,0,0,1,0,0
1016,0,0,1,0,0
1017,0,0,1,0,0
1018,0,0,1,0,0
1019,0,0,1,0,0
1020,0,0,1,0,0
1021,0,0,1,0,0
1022,0,0,1,0,0
1023,0,0,1,0,0
1024,0,0,1,0,0
1025,0,0,1,0,0
1026,0,0,1,0,0
1027,0,0,1,0,0
1028,0,0,1,0,0
1029,0,0,1,0,0
1030,0,0,1,0,0
1031,0,0,1,0,0
1032,0,0,1,0,0
1033,0,0,1,0,0
1034,0,0,1,0,0
1035,0,0,1,0,0
1036,0,0,1,0,0
1037,0,0,1,0,0
1038,0,0,1,0,0
1039,0,0,1,0,0
1040,0,0,1,0,0
1041,0,0,1,0,0
1042,0,0,1,0,0
1043,0,0,1,0,0
1044,0,0,1,0,0
1045,0,0,1,0,0
1046,0,0,1,0,0
1047,0,0,1,0,0
1048,0,0,1,0,1
1049,0,0,1,0,1
1050,0,0,1,0,1
1051,0,0,1,0,1
1052,0,0,1,0,1
1053,0,0,0,0,1
1054,0,0,0,0,1
1055,0,0,0,0,1
1056,0,0,0,0,1
1057,0,0,0,0,1
1058,0,0,0,0,1
1059,0,0,0,0,1
1060,0,0,0,0,0
1061,0,0,0,0,0
1062,0,0,0,0,1
1063,0,0,0,0,1
1064,0,0,0,0,1
1065,0,0,0,0,1
1066,0,0,0,0,1
1067,0,0,0,0,1
1068,0,0,0,0,1
1069,0,0,0,0,1
1070,0,0,0,0,1
1071,0,0,0,0,1
1072,0,0,0,0,1
1073,0,0,0,0,1
1074,0,0,0,0,1
1075,0,0,0,0,1
1076,0,0,0,0,1
1077,0,0,0,0,1
1078,0,0,0,0,1
1079,0,0,0,0,1
1080,0,0,0,0,1
1081,0,0,0,0,1
1082,0,0,0,0,1
1083,0,0,0,0,1
1084,0,0,0,0,1
1085,0,0,0,0,1
1086,0,0,0,0,1
1087,0,0,0,0,1
1088,0,0,0,0,1
1089,0,0,0,0,1
1090,0,0,0,0,1
1091,0,0,0,0,1
1092,0,0,0,0,1
1093,0,0,0,0,1
1094,0,0,0,0,1
1095,0,0,0,0,1
1096,0,0,0,0,1
1097,0,0,0,0,1
1098,0,0,0,0,1
1099,0,0,0,0,1
1100,0,0,0,0,1
1101,0,0,0,0,1
1102,0,0,0,0,1
1103,0,0,0,0,1
1104,0,0,0,0,1
1105,0,0,0,0,1
1106,0,0,0,0,1
1107,0,0,0,0,1
1108,0,0,0,0,1
1109,0,0,0,0,1
1110,0,0,0,0,1
1111,0,0,0,0,1
1112,0,0,0,0,1
1113,0,0,0,0,1
1114,0,0,0,0,1
1115,0,0,0,0,1
1116,0,0,0,0,1
1117,0,0,0,0,1
1118,0,0,0,0,1
1119,0,0,0,0,1
1120,0,0,0,0,1
1121,0,0,0,0,1
1122,0,0,0,0,1
1123,0,0,0,0,1
1124,0,0,0,0,1
1125,0,0,0,0,1
1126,0,0,0,0,1
1127,0,0,0,0,1
1128,0,0,0,0,1
1129,0,0,0,0,1
1130,0,0,0,0,1
1131,0,0,0,0,1
1132,0,0,0,0,1
1133,0,0,0,0,1
1134,0,0,0,0,1
1135,0,0,0,0,1
1136,0,0,0,0,1
1137,0,0,0,0,1
1138,0,0,0,0,1
1139,0,0,0,0,1
1140,0,0,0,0,1
1141,0,0,0,0,1
1142,0,0,0,0,1
1143,0,0,0,0,1
1144,0,0,0,0,1
1145,0,0,0,0,1
1146,0,0,0,0,1
1147,0,0,0,0,1
1148,0,0,0,0,1
1149,0,0,0,0,1
1150,0,0,0,0,1
1151,0,0,0,0,1
1152,0,0,0,0,1
1153,0,0,0,0,1
1154,0,0,0,0,1
1155,0,0,0,0,1
