FileName,AU06,AU10,AU12,AU14,AU17
611,1,1,0,1,1
612,1,1,0,1,1
613,1,1,0,1,1
614,1,1,0,1,1
615,1,1,0,1,1
616,1,1,0,1,1
617,1,1,0,1,1
618,1,1,0,1,1
619,1,1,0,1,1
620,1,1,0,1,1
621,1,1,0,1,1
622,1,1,0,1,1
623,1,1,0,1,1
624,1,1,0,1,1
625,1,1,0,1,1
626,1,1,0,1,1
627,1,1,0,1,1
628,1,1,0,1,1
629,1,1,0,1,1
630,1,1,0,1,1
631,1,1,0,1,1
632,1,1,0,1,1
633,1,1,0,1,1
634,1,1,0,1,1
635,1,1,0,1,1
636,1,1,0,1,1
637,1,1,0,1,1
638,1,1,0,1,1
639,1,1,0,1,1
640,1,1,0,1,1
641,1,1,0,1,1
642,1,1,0,1,1
643,1,1,0,1,1
644,1,1,0,1,1
645,1,1,0,1,1
646,1,1,0,1,1
647,1,1,1,1,1
648,1,1,1,1,1
649,1,1,1,1,1
650,1,1,1,1,1
651,1,1,1,1,1
652,1,1,1,1,1
653,1,1,1,1,1
654,1,1,1,1,1
655,1,1,1,1,1
656,1,1,1,1,1
657,1,1,1,1,1
658,1,1,1,1,1
659,1,1,1,1,1
660,1,1,1,1,1
661,1,1,1,1,1
662,1,1,0,1,1
663,1,1,0,1,1
664,1,1,0,1,1
665,1,1,0,1,1
666,1,1,0,1,1
667,1,1,0,1,1
668,1,1,0,1,1
669,1,1,0,1,1
670,1,1,0,1,1
671,1,1,0,1,1
672,1,1,0,1,1
673,1,1,0,1,0
674,1,1,0,1,0
675,1,1,0,1,0
676,1,1,0,1,0
677,1,1,0,1,0
678,1,1,0,1,0
679,1,1,0,1,0
680,1,1,0,1,0
681,1,1,0,1,0
682,1,1,0,1,0
683,1,1,0,1,0
684,1,1,0,1,0
685,1,1,0,1,0
686,1,1,0,1,0
687,1,1,0,1,0
688,1,1,0,1,0
689,1,1,0,1,0
690,1,1,0,1,0
691,1,1,0,1,0
692,1,1,0,1,0
693,1,1,0,1,0
694,1,1,0,1,0
695,1,1,0,1,0
696,1,1,0,1,0
697,1,1,0,1,0
698,1,1,0,1,0
699,1,1,0,1,0
700,1,1,0,1,0
701,1,1,0,1,0
702,1,1,0,1,0
703,1,1,0,1,0
704,1,1,0,1,0
705,1,1,0,1,0
706,1,1,0,1,0
707,1,1,0,1,0
708,1,1,0,1,0
709,1,1,0,1,0
710,1,1,0,1,0
711,1,1,0,1,0
712,1,1,0,1,0
713,0,1,0,1,0
714,0,1,0,1,0
715,0,1,0,1,0
716,0,1,0,1,0
717,0,1,0,1,0
718,0,1,0,1,0
719,0,1,0,1,0
720,0,1,0,1,0
721,0,1,0,1,0
722,0,1,0,1,0
723,0,1,0,1,0
724,0,1,0,1,0
725,0,1,0,1,0
726,0,1,0,1,0
727,0,1,0,1,0
728,0,1,0,1,0
729,0,1,0,1,0
730,0,1,0,1,0
731,0,1,0,1,0
732,0,1,0,1,0
733,0,1,0,1,0
734,0,1,0,1,0
735,0,1,0,1,0
736,0,1,0,1,0
737,0,1,0,1,0
738,0,1,0,1,0
739,0,1,0,1,0
740,0,1,0,1,0
741,0,1,0,1,0
742,0,1,0,1,0
743,0,1,0,1,0
744,0,1,0,1,0
745,0,1,0,1,0
746,0,1,0,1,0
747,0,1,0,1,0
748,0,1,0,1,0
749,0,1,0,1,0
750,0,1,0,1,0
751,0,1,0,1,0
752,0,1,0,1,0
753,0,1,0,1,0
754,0,1,0,1,0
755,0,1,0,1,0
756,0,1,0,1,0
757,0,1,0,1,0
758,1,1,0,1,0
759,1,1,0,1,0
