FileName,AU06,AU10,AU12,AU14,AU17
708,0,0,0,0,0
709,0,0,0,0,0
710,0,0,0,0,0
711,0,0,0,0,0
712,0,0,0,0,0
713,0,0,0,0,0
714,0,0,0,0,0
715,0,0,0,0,0
716,0,0,0,0,0
717,0,0,0,0,0
718,0,0,1,0,0
719,0,0,1,0,0
720,0,0,1,1,0
721,0,0,1,1,0
722,0,0,1,1,0
723,0,0,1,1,0
724,0,0,1,1,0
725,0,0,1,1,0
726,0,0,1,1,0
727,0,0,1,1,0
728,0,0,1,1,0
729,0,0,1,1,0
730,0,0,1,1,0
731,0,0,1,1,0
732,0,0,1,1,0
733,0,0,1,1,0
734,0,0,1,1,0
735,0,0,1,1,0
736,0,0,1,1,0
737,0,0,1,1,0
738,0,0,1,1,0
739,0,0,1,1,0
740,0,0,1,1,0
741,0,0,1,1,0
742,0,0,1,1,0
743,0,0,1,1,0
744,0,0,1,1,0
745,0,0,1,1,0
746,0,0,1,0,0
747,0,0,1,0,0
748,0,0,1,0,0
749,0,0,1,0,0
750,0,0,0,0,0
751,0,0,0,0,0
752,0,0,0,0,0
753,0,0,0,0,0
754,0,0,0,0,0
755,0,0,0,0,0
756,0,0,0,0,0
757,0,0,0,0,0
758,0,0,0,0,0
759,0,0,0,0,0
760,0,0,0,0,0
761,0,0,0,0,0
762,0,0,0,0,0
763,0,0,0,0,0
764,0,0,0,0,0
765,0,0,0,0,0
766,0,0,0,0,0
767,0,0,0,0,0
768,0,0,0,0,0
769,0,0,0,0,0
770,0,0,0,0,0
771,0,0,0,0,0
772,0,0,0,0,0
773,0,0,0,0,0
774,0,0,0,0,0
775,0,0,0,0,0
776,0,0,0,0,0
777,0,0,0,0,0
778,0,0,0,0,0
779,0,0,0,0,0
780,0,0,0,0,0
781,0,0,0,0,0
782,0,0,0,0,0
783,0,0,0,0,0
784,0,0,0,0,0
785,0,0,0,0,0
786,0,0,0,0,0
787,0,0,0,0,0
788,0,0,0,0,0
789,0,0,0,0,0
790,0,0,0,0,0
791,0,0,0,0,0
792,0,0,0,0,0
793,0,0,0,0,0
794,0,0,0,0,0
795,0,0,0,0,0
796,0,0,0,0,0
797,0,0,0,0,0
798,0,0,0,0,0
799,0,0,0,0,0
800,0,0,0,0,0
