FileName,AU06,AU10,AU12,AU14,AU17
552,0,0,0,0,0
553,0,0,0,0,0
554,0,0,0,0,0
555,0,0,0,0,0
556,0,0,0,1,0
557,0,0,0,1,0
558,0,0,0,1,0
559,0,0,0,1,0
560,0,0,0,1,0
561,0,0,0,1,0
562,0,0,0,1,0
563,0,0,0,1,0
564,0,0,0,1,0
565,0,0,0,1,0
566,0,0,0,1,0
567,0,0,0,1,0
568,0,0,0,1,0
569,0,0,0,1,0
570,0,0,0,1,0
571,0,0,0,1,0
572,0,0,0,1,0
573,0,0,0,0,0
574,0,1,0,0,0
575,0,1,0,0,0
576,0,1,0,0,0
577,0,1,0,0,0
578,0,1,0,0,0
579,0,1,0,0,0
580,0,1,0,0,0
581,0,1,0,0,1
582,0,1,0,0,1
583,0,1,0,0,1
584,0,1,0,0,1
585,0,1,0,0,1
586,0,1,1,0,1
587,0,1,1,0,1
588,0,1,1,0,1
589,0,1,1,0,1
590,0,1,1,0,1
591,0,1,1,0,0
592,0,1,1,0,0
593,0,1,1,0,0
594,0,1,1,0,0
595,1,1,1,0,0
596,1,1,1,0,0
597,1,1,1,0,0
598,1,1,1,0,0
599,1,1,1,0,0
600,1,1,1,0,0
601,1,1,1,0,0
602,1,1,1,0,0
603,1,1,1,0,0
604,1,1,1,0,0
605,1,1,1,0,0
606,1,1,1,0,0
607,1,1,1,0,0
608,1,1,1,0,0
609,1,1,1,0,0
610,1,1,1,0,0
611,1,1,1,1,0
612,1,1,1,1,0
613,1,1,1,1,0
614,1,1,1,1,0
615,1,1,1,1,0
616,1,1,1,1,0
617,1,1,1,1,0
618,1,1,1,1,0
619,1,1,1,1,0
620,1,1,1,1,0
621,1,1,1,1,0
622,1,1,1,1,0
623,1,1,1,1,0
624,1,1,1,1,0
625,1,1,1,1,0
626,1,1,1,1,0
627,1,1,1,1,0
628,1,1,1,1,0
629,1,1,1,1,0
630,1,1,1,1,0
631,1,1,1,1,0
632,1,1,1,1,0
633,1,1,1,1,0
634,1,1,1,1,0
635,1,1,1,1,0
636,1,1,0,1,0
637,1,1,0,1,0
638,1,1,0,1,0
639,1,1,0,1,0
640,1,1,0,1,0
641,1,1,1,1,0
642,1,1,1,1,0
643,1,1,1,1,0
644,1,1,1,1,0
645,1,1,1,1,0
646,1,1,1,1,0
647,1,1,1,1,0
648,1,1,1,1,0
649,1,1,1,1,0
650,1,1,1,1,0
651,1,1,1,1,0
652,1,1,1,1,0
653,1,1,1,1,0
654,1,1,1,1,0
655,1,1,1,1,0
656,1,1,1,1,0
657,1,1,1,1,0
658,1,1,1,1,0
659,1,1,1,1,0
660,1,1,1,0,0
661,1,1,1,0,0
662,1,1,1,0,0
663,1,1,1,0,0
664,1,1,1,0,0
665,1,1,1,0,0
666,1,1,1,0,0
667,1,1,1,0,0
668,1,1,1,0,0
669,1,1,1,0,0
670,1,1,1,0,0
671,1,1,1,1,0
672,1,1,1,1,0
673,1,1,1,1,1
674,1,1,1,1,1
675,0,1,1,1,1
676,0,1,1,1,1
677,0,1,1,1,1
678,0,1,0,1,1
679,0,1,0,1,1
680,0,1,0,1,1
681,0,0,0,1,1
682,0,0,0,1,1
683,0,0,0,1,1
684,0,0,0,1,1
685,0,0,0,1,1
686,0,0,0,1,1
687,0,0,0,1,1
688,0,0,0,1,1
689,0,0,0,1,1
690,0,0,0,1,1
691,0,0,0,1,1
692,0,0,0,1,1
693,0,0,0,1,1
694,0,0,0,1,1
695,0,0,0,1,1
696,0,0,0,1,1
697,0,0,0,1,1
698,0,0,0,1,1
699,0,0,0,1,1
700,0,0,0,1,1
701,0,0,0,1,0
702,0,0,0,1,0
703,0,0,0,1,0
704,0,0,0,1,0
705,0,0,0,1,0
706,0,0,0,1,0
707,0,0,0,1,0
708,0,0,0,1,0
709,0,0,0,1,0
710,0,0,0,1,0
711,0,0,0,1,0
712,0,0,0,1,0
713,0,0,0,1,0
714,0,0,0,1,0
715,0,0,0,1,0
716,0,0,0,1,0
717,0,0,0,1,0
718,0,0,0,1,0
719,0,0,0,1,0
720,0,0,0,1,0
721,0,0,0,1,0
722,0,0,0,1,0
723,0,0,0,1,0
724,0,0,0,1,0
725,0,0,0,1,0
726,0,0,0,1,0
727,0,0,0,1,0
728,0,0,0,1,0
729,0,0,0,1,0
730,0,0,0,1,0
731,0,0,0,1,0
732,0,0,0,1,0
733,0,0,0,1,0
734,0,0,0,1,0
735,0,0,0,1,0
736,0,0,0,1,0
737,0,0,0,1,0
738,0,0,0,1,0
739,0,0,0,1,0
740,0,0,0,1,0
741,0,0,0,1,0
742,0,0,0,1,0
743,0,0,0,1,0
744,0,0,0,1,0
745,0,0,0,1,0
746,0,0,0,1,0
747,0,0,0,1,0
748,0,0,0,1,0
749,0,0,0,1,0
750,0,0,0,1,0
751,0,0,0,0,0
752,0,0,0,0,0
753,0,0,0,0,0
754,0,0,0,0,0
755,0,0,0,0,0
756,0,0,0,0,0
757,0,0,0,0,0
758,0,0,0,0,0
759,0,0,0,0,0
760,0,0,0,0,0
761,0,0,0,0,0
762,0,0,0,0,0
763,0,0,0,0,0
764,0,0,0,0,0
765,0,0,0,0,0
766,0,0,0,0,0
767,0,0,0,0,0
768,0,0,0,0,0
769,0,0,0,0,0
770,0,0,0,0,0
771,0,0,0,0,0
772,0,0,0,0,0
773,0,0,0,0,0
774,0,0,0,0,0
775,0,0,0,0,0
776,0,0,0,0,0
777,0,0,0,0,0
778,0,0,0,0,0
779,0,0,0,0,0
780,0,0,0,0,0
781,0,0,0,0,0
782,0,0,0,0,0
783,0,0,0,0,0
784,0,0,0,0,0
785,0,0,0,0,0
786,0,0,0,0,0
787,0,0,0,0,0
788,0,0,0,0,0
789,0,0,0,0,0
790,0,0,0,0,0
791,0,0,0,1,0
792,0,0,0,1,0
793,0,0,0,1,0
794,0,0,0,1,0
795,0,0,0,1,0
796,0,0,0,1,0
797,0,0,0,1,0
798,0,0,0,1,0
799,0,0,0,1,0
800,0,0,0,0,0
801,0,0,0,0,0
802,0,0,0,0,0
803,0,0,0,0,0
804,0,0,0,0,0
805,0,0,0,0,0
806,0,0,0,0,0
807,0,0,0,0,0
808,0,0,0,0,0
809,0,0,0,0,0
810,0,0,0,0,0
811,0,0,0,0,0
812,0,0,0,0,0
813,0,0,0,0,0
814,0,0,0,0,0
815,0,0,0,0,0
816,0,0,0,0,0
817,0,0,0,0,0
818,0,0,0,0,0
819,0,0,0,0,0
820,0,0,0,0,0
821,0,0,0,0,0
822,0,0,0,0,0
823,0,0,0,0,0
824,0,0,0,0,0
825,0,0,0,0,0
826,0,0,0,0,0
827,0,0,0,0,0
828,0,0,0,0,0
829,0,0,0,0,0
830,0,0,0,0,0
831,0,0,0,0,0
832,0,0,0,0,0
833,0,0,0,0,0
834,0,0,0,0,0
835,0,0,0,0,0
836,0,0,0,0,0
837,0,0,0,0,0
838,0,0,0,0,0
839,0,0,0,0,0
840,0,0,0,0,0
841,0,0,0,0,0
842,0,0,0,0,0
843,0,0,0,0,0
844,0,0,0,0,0
845,0,0,0,0,0
846,0,0,0,0,0
847,0,0,0,0,0
848,0,0,0,0,0
849,0,0,0,0,0
850,0,0,0,0,0
851,0,0,0,0,0
852,0,0,0,0,0
853,0,0,0,1,0
854,0,1,0,1,0
855,0,1,0,1,0
856,0,1,0,1,0
857,0,1,0,1,0
858,0,1,0,1,0
859,0,1,0,1,0
860,0,1,0,1,0
861,0,1,0,1,0
862,0,1,0,1,0
863,0,1,0,1,0
864,0,1,0,1,0
865,0,1,0,1,0
866,0,1,0,1,0
867,0,1,0,1,0
868,0,1,0,1,0
869,0,1,0,1,0
870,0,1,0,1,0
871,0,1,0,1,0
872,0,1,0,1,0
873,0,1,0,1,0
874,0,1,0,1,0
875,0,1,0,1,0
876,0,1,0,1,0
877,0,1,0,0,0
878,0,1,0,0,0
879,0,1,0,0,0
880,0,1,0,0,0
881,0,1,0,0,0
882,0,1,0,0,0
883,0,1,0,0,0
884,0,1,0,0,0
885,0,1,0,0,0
886,0,1,0,0,0
887,0,1,0,0,0
888,0,1,0,0,0
889,0,1,0,0,0
890,0,1,0,0,0
891,0,1,0,0,0
892,0,1,0,0,0
893,0,1,0,0,0
894,0,1,0,0,0
895,0,0,0,0,0
896,0,0,0,0,0
897,0,0,0,0,0
898,0,0,0,1,0
899,0,0,0,1,0
900,0,0,0,1,0
901,0,0,0,1,0
902,0,0,0,1,0
903,0,0,0,1,0
904,0,0,0,1,0
905,0,0,0,1,0
906,0,0,0,1,0
907,0,0,0,1,0
908,0,0,0,1,0
909,0,0,0,1,0
910,0,0,0,1,1
911,0,0,0,1,1
912,0,0,0,1,1
913,0,0,0,1,1
914,0,0,0,1,1
915,0,0,0,1,1
916,0,0,0,1,1
917,0,0,0,0,1
918,0,0,0,0,1
919,1,0,0,0,1
920,1,0,0,1,1
921,1,0,1,1,1
922,1,1,1,1,1
923,1,1,1,1,1
924,1,1,1,1,1
925,1,1,1,1,1
926,1,1,1,1,1
927,1,1,1,1,1
928,1,1,1,1,1
929,1,1,1,1,1
930,1,1,1,1,1
931,1,1,1,1,1
932,1,1,1,1,0
933,1,1,1,1,0
934,1,1,1,1,0
935,1,1,1,1,0
936,1,1,1,1,0
937,1,1,1,1,0
938,1,1,1,1,0
939,1,1,1,1,0
940,1,1,1,1,0
941,1,1,1,1,0
942,1,1,1,1,0
943,1,1,1,1,0
944,1,1,1,1,0
945,1,1,1,1,0
946,1,1,1,1,0
947,1,1,1,1,0
948,1,1,1,1,0
949,1,1,1,1,0
950,1,1,1,1,0
951,1,1,1,1,0
952,1,1,1,1,0
953,1,1,1,1,0
954,1,1,1,1,0
955,1,1,1,1,0
956,1,1,1,1,0
957,1,1,1,1,0
958,1,1,1,1,0
959,1,1,1,1,0
960,1,1,1,1,0
961,1,1,1,1,0
962,0,1,1,1,0
963,0,1,1,1,0
964,0,1,1,1,0
965,0,1,1,1,0
966,0,1,1,1,0
967,0,1,0,1,0
968,0,1,0,1,0
969,0,1,0,1,0
970,0,1,0,1,0
971,0,1,0,0,0
972,0,1,0,0,0
973,0,1,0,0,0
974,0,1,0,0,0
975,0,1,0,0,0
976,0,1,0,0,0
977,0,1,0,0,0
978,0,1,0,0,0
979,0,1,0,0,0
980,0,1,0,0,0
981,0,1,0,0,0
982,0,0,0,0,0
983,0,0,0,0,0
984,0,0,0,0,0
985,0,0,0,0,0
986,0,0,0,0,0
987,0,0,0,0,0
